date,time,reporter_role,assigned_department,urgency,incident_description
2025-03-17,11:55 AM,Anaesthetist Registrar,Quality Assurance department,High,Time-out was marked not applicable in an emergency appendectomy though the team was present; a side-marking near-miss was later caught. Request QA-led RCA and re-briefing of theatre teams.
2025-03-18,01:05 PM,Cafeteria Manager,Dietary and Food Services,Medium,Staff canteen ran out of rice and parippu by 01:00 PM; service contract requires supply till 02:30 PM. Forecasting and batch scheduling need correction.
2025-03-18,01:05 PM,Radiology Registrar,IT,Medium,Ultrasound images intermittently fail to push to PACS; high latency on Radiology VLAN around lunch; equipment room AC struggling with heat.
2025-03-18,01:45 PM,Radiology Registrar,Supply Department,Medium,Two boxes of iohexol 350 expire end-April; slow usage here. Please redistribute to Theatres/OPD to avoid expiry wastage.
2025-03-18,02:20 PM,Ambulance Attendant - Unit 03,Transport,High,O2 cylinder bracket loose; cylinder shifting on speed breakers. Ground vehicle and send mechanic or provide swap unit now.
2025-03-18,03:10 PM,MRI Technologist,Biomedical Engineering,High,Chiller approach temp rising and system near thermal shutdown. Request coil/condensor cleaning and coolant level check.
2025-03-18,03:10 PM,Pharmacist,Quality Assurance department,Critical,Vaccine refrigerator spiked to 9.2 C for 35 minutes during peak heat; alarm escalation did not occur. QA to review cold-chain compliance and alarm response protocol.
2025-03-18,10:05 AM,Chief Pharmacist,Facility Management,High,Pharmacy ceiling condensate from chilled-water valve insulation dripping onto cartons. Need insulation repair and drain check.
2025-03-18,11:30 AM,ETU Consultant,Human Resources,Medium,Ongoing heat in staff room; request temporary relaxation of uniform policy and extra hydration break guidance until AC repair is complete.
2025-03-19,01:40 PM,Theatre Sister,Biomedical Engineering,High,Surgical lights flicker; dimmer unstable. Please inspect driver PSU and isolation transformer in OT panel.
2025-03-19,03:05 PM,Consultant Cardiologist,Reception,Medium,Thunderstorm interference; I couldn’t reach the clinic via switchboard. Reception to reconnect and broadcast any delay to waiting patients.
2025-03-19,03:05 PM,Transport Officer,Security,High,Gusty storm blew Staff Gate ajar; outside vendors entered car park selling bottles. Security required to remove trespassers and secure latch.
2025-03-19,03:15 PM,Quality Officer,Finance and Account,Medium,Internal audit found two theatre cash refunds without counterfoils. Request Finance to trace receipts and update the audit trail.
2025-03-19,03:15 PM,Nursing Superintendent,Human Resources,Critical,SLNC renewals for two ward nurses still pending; licenses expire on 21st. Afternoon storm slowed courier. Need urgent HR verification to keep them on roster.
2025-03-19,03:30 PM,PHI Liaison - Food Safety,Dietary and Food Services,High,Grab-and-go yoghurt cups found at 27–28°C during spot check; chiller overloaded in afternoon heat. Immediate disposal and load limit needed.
2025-03-19,03:35 PM,OPD Registration Clerk,Housekeeping Department,High,Drip from OPD roof near token counter after storm; floor wet. Need absorbent mats and mopping.
2025-03-19,03:35 PM,Paramedic - Prehospital Team,Transport,Critical,Post-storm power flicker; defib self-test failed in Ambulance 02. Require immediate equipment swap and unit check.
2025-03-19,05:15 PM,ETU Duty Medical Officer,Housekeeping Department,Medium,Wind blew leaves and litter into ambulance bay. Request sweeping and bio-waste bin check.
2025-03-19,05:25 PM,ETU Medical Officer,Facility Management,High,ETU ambulance bay roofing sheets rattling post-squall; one fixing screw missing. Potential sheet uplift hazard.
2025-03-19,06:50 PM,ETU Senior Nurse,Reception,Critical,Stroke alert called to reception; ETU not paged for 4 minutes. Immediate refresher on escalation protocol required.
2025-03-19,07:25 PM,Security Supervisor,Supply Department,Medium,Vendor truck stuck after evening storm; canteen LPG change may be delayed. Request release of one backup cylinder from stores.
2025-03-19,07:35 PM,Theatre Matron,IT,High,Theatre scheduling duplicated tomorrow’s lists after sync; surgeons see conflicting allocations on the mobile app. Please de-duplicate and lock.
2025-03-19,08:05 AM,Security Supervisor,Finance and Account,Critical,Fuel supplier placed us on credit hold; Rs. 1.2M diesel invoice overdue and generator refill due tomorrow. Need immediate payment release.
2025-03-19,08:25 PM,"Medical Officer, Ward 3A",Quality Assurance department,High,"After a brief power flicker, LIS duplicated a potassium result in the EHR; a medication adjustment was almost made on the wrong value. QA to oversee change control with IT and issue a safety alert."
2025-03-19,08:25 PM,Ward Sister - Ward 7,Transport,High,Rain-slick ramp to theatre; stretcher slid during attempt. Need transport mats and two staff to escort now.
2025-03-19,09:12 AM,"Nurse In-Charge, Dialysis Unit",IT,Critical,Bedside monitors stopped charting to HIS; interface engine service halted after morning thunder surge. Dialysis rounds affected.
2025-03-19,09:15 AM,ICU Consultant,Biomedical Engineering,Critical,Power fluctuation; one ventilator rebooted despite UPS. Patient bagged briefly. Need UPS load test and internal battery replacement check.
2025-03-19,09:15 PM,Staff Nurse - Surgical Ward,Security,Critical,"Relative produced a pocket knife during dispute over visiting; Code Silver activated. Need immediate Security response to disarm, isolate, and coordinate with police."
2025-03-19,10:05 AM,CSSD Supervisor,Supply Department,High,Suture packs in theatre kits mismatched (2-0 instead of 3-0). Likely packing error at stores. Need re-kitting before afternoon list.
2025-03-19,12:15 PM,Catering Manager,Dietary and Food Services,High,Gusty wind with storm blew dust through vegetable prep louvres; coriander and chopped greens contaminated. Batch should be discarded; request screens or temporary covers.
2025-03-19,12:45 PM,Security Supervisor,Human Resources,High,Night guard involved in altercation with a visitor; request HR to initiate disciplinary process and arrange statements.
2025-03-20,06:50 AM,Ward 12 (Surgical) Nurse,Supply Department,High,Only one suction canister liner left; last night issue voucher not delivered. Please send 20 liners immediately for morning rounds.
2025-03-20,09:10 AM,MOIC - OPD,Facility Management,Critical,OPD minor theatre oxygen outlet (Bed 2) leaking with audible hiss even without flowmeter. Requires outlet isolation and replacement.
2025-03-20,10:30 AM,OPD Matron,Biomedical Engineering,Medium,Routine PM overdue on nebulizers and wall suction regulators in OPD; heavy clinic load. Request scheduling and calibration tags this week.
2025-03-21,01:25 PM,Consultant Surgeon,Finance and Account,High,Implant and consumable charges posted under the wrong procedure code; pre-auth number doesn’t match. Please correct codes to avoid claim denial.
2025-03-21,06:25 AM,Pharmacy Manager,Security,Medium,Repeated after-hours attempts at rear pharmacy door—three failed card swipes and handle rattling on CCTV. Request overnight footage review and additional patrols.
2025-03-21,06:40 AM,Dialysis Unit Coordinator,Transport,Medium,Morning shuttle running late; three CKD patients waiting. Arrange second van loop and update driver roster.
2025-03-21,06:55 AM,OPD Medical Officer,IT,Medium,Cannot log into e-Prescribe; OTP SMS not arriving to multiple MOs. Suspect SMS gateway or firewall block.
2025-03-21,07:05 PM,"Nursing Officer, Surgical Ward",Quality Assurance department,High,Needle-stick injury PEP was not initiated within one hour and the incident was reported only the next day. QA review needed for NSI protocol adherence and staff counselling process.
2025-03-21,09:50 AM,Paediatric MO,Housekeeping Department,High,Preparing isolation bed for suspected dengue. Need bleach clean and mosquito net laundering.
2025-03-21,09:50 PM,ICU Registrar,Dietary and Food Services,Critical,Enteral feed bag labeled 'standard' delivered to CICU; order is 'renal' low-electrolyte. Error detected before hang—need double-verification at formula room.
2025-03-21,10:55 AM,Billing Executive,Reception,Medium,Registration terminal printed lab slips with yesterday’s date; Reception to correct system time and reissue slips to affected patients.
2025-03-22,01:15 PM,Blood Bank MLT,Transport,Critical,Crossmatched units for ICU en route; carrier temp logger reads 9°C. Need validated cooler and immediate hand-carry by transport.
2025-03-22,02:22 PM,Ward Clerk - Medical Ward 3,IT,High,Bed board not updating discharges; ADT queue stuck since 13:40 after brief rain. Porters waiting for beds.
2025-03-22,02:55 PM,OPD Triage Nurse,Security,High,"During a rain burst, scooter skidded near OPD porch; driver argued with bystanders, blocking triage access. Security needed to separate parties and clear entrance."
2025-03-22,03:10 PM,Stores Keeper - Receiving,Dietary and Food Services,Medium,Afternoon burst of rain soaked bread crates during offloading; several loaves damp. Request return to supplier and covered receiving area usage.
2025-03-22,03:30 PM,Stores Assistant,Supply Department,Medium,"Burst of rain left loading bay wet; glove cartons on floor became damp. Need pallet covers, repacking, and preventive SOP update."
2025-03-22,03:35 PM,Laboratory Technologist,Facility Management,High,Lab vacuum suction low in phlebotomy area during afternoon rain; gauge ~200 mmHg vs usual 450. Please inspect vacuum pump and lines.
2025-03-22,03:40 PM,Environmental Services Supervisor,Quality Assurance department,Medium,Heavy rain made the waste yard unusable; yellow bags remained in the corridor for over 6 hours with odour complaints. QA to verify storage time limits and set a rainy-day contingency plan.
2025-03-22,04:10 PM,Hospital Administrator,Housekeeping Department,Critical,Post-rain muddy footprints along main corridor; two near-slips. Urgent dry mopping and signage.
2025-03-22,04:25 PM,Infection Control Nurse,Human Resources,Low,Today’s CPD talk cancelled as lecturer was stranded by the rain. Kindly issue new date and ensure CPD points are carried over.
2025-03-22,04:45 PM,IT Officer - HIS,Finance and Account,High,"After the burst of rain, the HIS–Finance interface queue is stuck; 73 finalized encounters not posted to GL. Request Finance to clear before EOD."
2025-03-22,04:55 PM,Endoscopy MO,Biomedical Engineering,High,Washer-disinfector trips ELCB during heat cycle. Need heater element insulation test and earth continuity verification.
2025-03-22,05:10 PM,Patient Relations Officer,Quality Assurance department,High,Multiple complaints about wet OPD benches and absent warning signs; two elderly patients slipped without injury. QA to assess response time KPIs and signage availability.
2025-03-22,05:10 PM,Security Officer - Side Entrance,Reception,High,Sudden rain pushed crowd against glass door; Reception to deploy queue barriers and direct overflow to OPD entrance.
2025-03-22,05:45 PM,Food Safety Officer,Dietary and Food Services,High,Cafeteria display chiller holding cut fruit at 11–12°C in humid conditions; condenser clogged. Remove items and service unit before reopening.
2025-03-22,07:35 PM,Maternity Ward Sister,Security,Medium,"Condensation on CCTV dome at Maternity entrance obscuring view in humid evening. Please clean lens, adjust angle, and post a guard until visibility is restored."
